[2018-07-07 16:21:00:0577] | CInterfaceManager.cpp-L4755: CamCtrl[2040003], GigE SDKVersion(2040003), DriverVersion(2040003)
[2018-07-12 21:46:09:0725] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-12 21:46:37:0542] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-12 21:46:37:0545] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-12 21:46:37:0547] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-12 21:47:11:0558] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-12 21:47:19:0741] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-12 21:48:43:0829] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-12 21:48:49:0898] | CInterfaceManager.cpp-L4384: DisplayProcess exit
[2018-07-12 21:48:49:0906] | CInterfaceManager.cpp-L4591: RecvThreadProcess exit
[2018-07-12 21:48:49:0920] | CInterfaceManager.cpp-L1267: getfcnt [0], getfcntsucceed[0], totalRecv[0] 
[2018-07-15 15:20:58:0626] | CInterfaceManager.cpp-L4755: CamCtrl[2040003], GigE SDKVersion(2040003), DriverVersion(2040003)
[2018-07-15 15:20:59:0738] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeLowerLimit], Unknow Exception
[2018-07-15 15:20:59:0740] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeUpperLimit], Unknow Exception
[2018-07-15 15:20:59:0847] | CInterfaceManager.cpp-L1122: remalloc RecvBuf succeed, [15830528]
[2018-07-15 15:20:59:0996] | CInterfaceManager.cpp-L4396: Camctrl RecvThread Start, ThreadId[40140]
[2018-07-15 15:20:59:0996] | CInterfaceManager.cpp-L4226: Camctrl DisplayThread Start, ThreadId[33348]
[2018-07-15 15:21:03:0503] |         MvRender.cpp-L0093: RenderMode GDI
[2018-07-15 15:22:52:0947] | CInterfaceManager.cpp-L4384: DisplayProcess exit
[2018-07-15 15:22:53:0011] | CInterfaceManager.cpp-L4591: RecvThreadProcess exit
[2018-07-15 15:22:53:0031] | CInterfaceManager.cpp-L1267: getfcnt [1], getfcntsucceed[0], totalRecv[0] 
[2018-07-15 15:34:16:0257] | CInterfaceManager.cpp-L4755: CamCtrl[2040003], GigE SDKVersion(2040003), DriverVersion(2040003)
[2018-07-15 15:34:17:0184] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeLowerLimit], Unknow Exception
[2018-07-15 15:34:17:0187] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeUpperLimit], Unknow Exception
[2018-07-15 15:34:17:0300] | CInterfaceManager.cpp-L1122: remalloc RecvBuf succeed, [15830528]
[2018-07-15 15:34:17:0400] | CInterfaceManager.cpp-L4226: Camctrl DisplayThread Start, ThreadId[41020]
[2018-07-15 15:34:17:0400] | CInterfaceManager.cpp-L4396: Camctrl RecvThread Start, ThreadId[34068]
[2018-07-15 15:34:20:0384] |         MvRender.cpp-L0093: RenderMode GDI
[2018-07-15 15:39:03:0053] | CInterfaceManager.cpp-L4755: CamCtrl[2040003], GigE SDKVersion(2040003), DriverVersion(2040003)
[2018-07-15 15:39:03:0957] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeLowerLimit], Unknow Exception
[2018-07-15 15:39:03:0961] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeUpperLimit], Unknow Exception
[2018-07-15 15:39:04:0063] | CInterfaceManager.cpp-L1122: remalloc RecvBuf succeed, [15830528]
[2018-07-15 15:39:04:0146] | CInterfaceManager.cpp-L4396: Camctrl RecvThread Start, ThreadId[41612]
[2018-07-15 15:39:04:0146] | CInterfaceManager.cpp-L4226: Camctrl DisplayThread Start, ThreadId[40164]
[2018-07-15 15:39:06:0151] |         MvRender.cpp-L0093: RenderMode GDI
[2018-07-15 15:42:15:0555] | CInterfaceManager.cpp-L4591: RecvThreadProcess exit
[2018-07-15 15:42:15:0585] | CInterfaceManager.cpp-L4384: DisplayProcess exit
[2018-07-15 15:42:15:0599] | CInterfaceManager.cpp-L1267: getfcnt [1], getfcntsucceed[0], totalRecv[0] 
[2018-07-15 15:42:45:0054] | CInterfaceManager.cpp-L4755: CamCtrl[2040003], GigE SDKVersion(2040003), DriverVersion(2040003)
[2018-07-15 15:42:46:0014] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeLowerLimit], Unknow Exception
[2018-07-15 15:42:46:0019] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeUpperLimit], Unknow Exception
[2018-07-15 15:42:46:0247] | CInterfaceManager.cpp-L1122: remalloc RecvBuf succeed, [15830528]
[2018-07-15 15:42:46:0346] | CInterfaceManager.cpp-L4396: Camctrl RecvThread Start, ThreadId[38120]
[2018-07-15 15:42:46:0346] | CInterfaceManager.cpp-L4226: Camctrl DisplayThread Start, ThreadId[40216]
[2018-07-15 15:42:49:0600] |         MvRender.cpp-L0093: RenderMode GDI
[2018-07-15 15:45:20:0036] |         XmlParse.cpp-L2101: GetNodeValue [PayloadSize], nSdkErrCode[80000206]
[2018-07-15 15:45:41:0121] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:41:0123] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:41:0127] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:55:0757] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:55:0759] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:55:0761] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0068] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0071] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0077] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0285] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0290] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0295] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0511] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0513] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:56:0516] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0186] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0192] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0194] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0404] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0407] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0411] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0596] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0599] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0601] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0780] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0783] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0786] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0964] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0968] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:45:59:0974] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:46:00:0216] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:46:00:0224] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:46:00:0229] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:46:00:0371] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 15:46:00:0377] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 15:46:00:0383] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 15:46:45:0834] |         XmlParse.cpp-L2101: GetNodeValue [PayloadSize], nSdkErrCode[80000206]
[2018-07-15 15:46:54:0244] | CInterfaceManager.cpp-L4591: RecvThreadProcess exit
[2018-07-15 15:46:54:0302] | CInterfaceManager.cpp-L4384: DisplayProcess exit
[2018-07-15 15:46:54:0316] | CInterfaceManager.cpp-L1267: getfcnt [0], getfcntsucceed[0], totalRecv[0] 
[2018-07-15 16:15:18:0992] | CInterfaceManager.cpp-L4755: CamCtrl[2040003], GigE SDKVersion(2040003), DriverVersion(2040003)
[2018-07-15 16:15:20:0157] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeLowerLimit], Unknow Exception
[2018-07-15 16:15:20:0161] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeUpperLimit], Unknow Exception
[2018-07-15 16:15:20:0314] | CInterfaceManager.cpp-L1122: remalloc RecvBuf succeed, [15830528]
[2018-07-15 16:15:20:0431] | CInterfaceManager.cpp-L4396: Camctrl RecvThread Start, ThreadId[42844]
[2018-07-15 16:15:20:0434] | CInterfaceManager.cpp-L4226: Camctrl DisplayThread Start, ThreadId[27288]
[2018-07-15 16:15:23:0732] |         MvRender.cpp-L0093: RenderMode GDI
[2018-07-15 16:16:00:0518] | CInterfaceManager.cpp-L4384: DisplayProcess exit
[2018-07-15 16:16:00:0593] | CInterfaceManager.cpp-L4591: RecvThreadProcess exit
[2018-07-15 16:16:00:0618] | CInterfaceManager.cpp-L1267: getfcnt [1], getfcntsucceed[0], totalRecv[0] 
[2018-07-15 16:36:06:0370] | CInterfaceManager.cpp-L4755: CamCtrl[2040003], GigE SDKVersion(2040003), DriverVersion(2040003)
[2018-07-15 16:36:07:0318] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeLowerLimit], Unknow Exception
[2018-07-15 16:36:07:0321] |         XmlParse.cpp-L2583: GetNodeValue [AutoExposureTimeUpperLimit], Unknow Exception
[2018-07-15 16:36:07:0482] | CInterfaceManager.cpp-L1122: remalloc RecvBuf succeed, [15830528]
[2018-07-15 16:36:07:0587] | CInterfaceManager.cpp-L4396: Camctrl RecvThread Start, ThreadId[11588]
[2018-07-15 16:36:07:0587] | CInterfaceManager.cpp-L4226: Camctrl DisplayThread Start, ThreadId[37272]
[2018-07-15 16:36:09:0443] |         MvRender.cpp-L0093: RenderMode GDI
[2018-07-15 16:36:26:0018] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:33:0017] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:35:0102] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:36:0849] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:38:0568] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:40:0634] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:42:0348] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:44:0325] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:46:0244] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:48:0328] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:50:0234] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:52:0338] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:54:0390] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:56:0515] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:36:58:0594] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:37:00:0540] |         XmlParse.cpp-L2616: SetNodeValue [ExposureTime], [Value -1.000000 must be greater than or equal 50.000000. : OutOfRangeException thrown in node 'ExposureTime' while calling 'ExposureTime.SetValue()' (file 'FloatT.h', line 85)]
[2018-07-15 16:37:02:0481] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 16:37:04:0769] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 16:37:07:0471] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 16:37:10:0060] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 16:37:34:0652] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 16:37:34:0657] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 16:37:34:0662] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 16:38:02:0542] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 16:38:02:0545] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 16:38:02:0548] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 16:38:17:0909] |         XmlParse.cpp-L2398: SetNodeValue [ExposureMode], nSdkErrCode[80000206]
[2018-07-15 16:38:17:0911] |         XmlParse.cpp-L2814: SetNodeValue [AcquisitionFrameRateEnable], nSdkErrCode[80000206]
[2018-07-15 16:38:17:0913] |         XmlParse.cpp-L2398: SetNodeValue [GainAuto], nSdkErrCode[80000206]
[2018-07-15 16:38:23:0443] | CInterfaceManager.cpp-L4591: RecvThreadProcess exit
[2018-07-15 16:38:23:0456] | CInterfaceManager.cpp-L4384: DisplayProcess exit
[2018-07-15 16:38:23:0469] | CInterfaceManager.cpp-L1267: getfcnt [21], getfcntsucceed[0], totalRecv[0] 
